study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
gip,W51,Page 31,0,"Einige ältere Menschen, deren eigene Rente nicht ausreicht, haben Anspruch auf Grundsicherung im Alter. Diese Sozialleistung deckt Unterkunftskosten und einen Regelbedarf ab, jedoch werden die gesetzliche Rente und das Vermögen im Haushalt (inkl. des Partners) angerechnet. Vor der Neuregelung ab Januar 2021 gab es unterschiedliche Reformpläne für eine zusätzliche Rentenleistung.
[wenn expAC51216=1 Gruppe 1:]

[wenn expAC51216=2 Gruppe 2:]

[wenn expAC51216=3 Gruppe 3:
Die Gewerkschaften schlagen eine Grundrente nach 33 Jahren vor, die die Lebensleistung respektieren soll, aber auch Arbeitslosigkeitszeiten berücksichtigt. Es sei eine Frage der Gerechtigkeit, dass Arbeit sich auch in der Rente lohnt. 
Die Arbeitgeber befürworten eine Grundrente nach 33 Jahren nur wenn diese bedarfsgeprüft ist. Das soll vermeiden, dass vermögende Haushalte die Grundrente erhalten, da dies sozial ungerecht sei.]

[wenn expAC51216=4 Gruppe 4:
Die SPD schlägt eine Grundrente nach 33 Jahren vor, die die Lebensleistung respektieren soll. Es sei eine Frage der Gerechtigkeit, dass Arbeit sich auch in der Rente lohnt.
Die Union befürwortet eine Grundrente nach 33 Jahren, die jedoch bedarfsgeprüft sein soll. Dies soll vermeiden, dass vermögende Haushalte diese erhalten, da dies sozial ungerecht sei.]

Welchen der folgenden Vorschläge der Rentendebatte des letzten Jahres würden Sie bevorzugen?",,1-6-Vorschlaege,Bei dieser Frage können Sie nur eine Antwort geben.,,"Befragte zufällig in 4 Gruppen aufteilen, Gruppenzugehörigkeit in separater Variable expAC51216 speichern
Bei dieser Frage können Sie nur eine Antwort geben.",,,,,cat
gip,W51,Page 32,0,Haben Sie im Jahr 2020 Zahlungen aus einer der folgenden Quellen erhalten?,,,Bitte geben Sie alle zutreffenden Quellen an.,,Bitte geben Sie alle zutreffenden Quellen an.,,"AA51005 = 3, 14 (wenn Befragte/-r in Altersteilzeit oder in Rente, Pension oder im Vorruhestand)",,,txt
gip,W51,Page 32,1,gesetzliche Altersrente oder Beamtenpension,,,,,,,,,,bin
gip,W51,Page 32,2,gesetzliche Frührente oder Vorruhestandsbezüge,,,,,,,,,,bin
gip,W51,Page 32,3,Betriebsrente,,,,,,,,,,bin
gip,W51,Page 32,4,"private Rente (zum Beispiel aus Riester-Verträgen, Investmentfonds, Banksparplänen oder Lebensversicherungen)",,,,,,,,,,bin
gip,W51,Page 32,5,Erwerbsminderungsrente beziehungsweise Beamtenpension wegen Dienstunfähigkeit,,,,,,,,,,bin
gip,W51,Page 32,6,Hinterbliebenenrente,,,,,,,,,,bin
gip,W51,Page 32,7,Leistung für Kriegsopfer,,,,,,,,,,bin
gip,W51,Page 32,8,Leistungen der Pflegeversicherung,,,,,,,,,,bin
gip,W51,Page 32,9,Ich habe im Jahr 2020 keine dieser Zahlungen bekommen.,,,,,,,,,,bin
gip,W51,Page 33,0,Haben Sie im vergangenen Jahr Beiträge zu einer der folgenden Arten der Altersvorsorge geleistet?,,,Bitte geben Sie alles Zutreffende an.,,Bitte geben Sie alles Zutreffende an.,,"AA51005 = 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17 (wenn Befragte/-r vollzeiterwerbstätig oder teilzeiterwerbstätig oder geringfügig erwerbstätig, 450-Euro-Job, Minijob bis Student/-in oder arbeitslos bis Hausfrau/Hausmann)",,,txt
gip,W51,Page 33,1,gesetzliche Altersrente,,,,,,,,,,bin
gip,W51,Page 33,2,Betriebsrente,,,,,,,,,,bin
gip,W51,Page 33,3,"private Altersvorsorge (zum Beispiel Riester-Verträge, Anteile an Investmentfonds, Banksparpläne)",,,,,,,,,,bin
gip,W51,Page 33,4,private Berufsunfähigkeitsversicherung,,,,,,,,,,bin
gip,W51,Page 33,5,Lebensversicherung,,,,,,,,,,bin
gip,W51,Page 33,6,"andere Altersvorsorge, und zwar:",,,,,,,,,,chr
gip,W51,Page 33,7,"Nein, ich habe im vergangenen Jahr keine Beiträge zu irgendeiner Art der Altersvorsorge geleistet.",,,,,,,,,,bin
gip,W51,Page 34,0,"Sollte der Staat Ihrer Meinung nach dafür verantwortlich sein, einen angemessenen Lebensstandard für Arbeitslose sicherzustellen?",,0-10-Verantwortlich,,,,,,,,cat
gip,W51,Page 35,0,Sollte der Staat für die Unterstützung von Arbeitslosen mehr oder weniger Geld ausgeben als momentan?,,1-5-Ausgeben,,,,,,,,cat
gip,W51,Page 36,0,Wie hoch sollte Ihrer Meinung nach der gesetzliche Mindestlohn (brutto) in Deutschland sein?,,1-2-Mindestlohn,Bei dieser Frage können Sie nur eine Antwort geben.,,Bei dieser Frage können Sie nur eine Antwort geben.,,,,,cat
gip,W51,Page 37,0,"Sollte der Staat Ihrer Meinung nach dafür verantwortlich sein, einen angemessenen Lebensstandard für Familien mit Kindern sicherzustellen?",,0-10-Verantwortlich,,,,,,,,cat
gip,W51,Page 38,0,Sollte der Staat für die Unterstützung von Familien mit Kindern mehr oder weniger Geld ausgeben als momentan?,,1-5-Ausgeben,,,,,,,,cat
gip,W51,Page 39,0,"Der Staat unterstützt Familien mit Kindern in Deutschland einerseits durch Geldleistungen (Kindergeld) oder Steuervergünstigungen (Kinderfreibetrag). Andererseits werden Familien durch Kinderbetreuung in Kindergärten oder Kitas unterstützt.

Mit welcher dieser beiden Maßnahmen sollte der Staat in Zukunft Familien mit Kindern vor allem unterstützen?",,1-3-Maßnahmen,,,,,,,,cat
gip,W51,Page 40,0,"Sollte der Staat Ihrer Meinung nach dafür verantwortlich sein, [wenn Gruppe 1 bis 4: ] [wenn Gruppe 5 bis 8: kostenfreie] Kinderbetreuung für [wenn Gruppe 1, 5: Kinder aller Eltern] [wenn Gruppe 2, 6: Kinder von berufstätigen Eltern] [wenn Gruppe 3, 7: Kinder von alleinerziehenden Eltern] [wenn Gruppe 4, 8 Kinder von Migrant*innen] bereitzustellen?",,0-10-Verantwortlich,,,"Befragte zufällig in 8 Gruppen aufteilen, Gruppenzugehörigkeit in separater Variable expAC51203 ablegen",,,,,cat
gip,W51,Page 41,0,"Inwieweit sollte der Staat Ihrer Meinung nach dafür verantwortlich sein, die Chancengleichheit von Männern und Frauen im Berufsleben sicherzustellen?",,0-10-Verantwortlich,,,,,,,,cat
gip,W51,Page 42,0,"Im Folgenden sehen Sie nun einige Aussagen über die Rolle von Männern und Frauen in der Familie. Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder wie sehr Sie diese ablehnen.

Eine Frau sollte dazu bereit sein, ihre Erwerbstätigkeit zu Gunsten ihrer Familie zu verringern.",,1-5-Zustimmen_Ablehnen,,,,,,,,cat
gip,W51,Page 43,0,"Es ist besser für die Familie, wenn der Mann ein höheres Einkommen als die Frau hat.",,1-5-Zustimmen_Ablehnen,,,,,,,,cat
gip,W51,Page 44,0,"Das Kurzarbeitergeld wird im Zuge der Corona-Pandemie genutzt, um die negativen wirtschaftlichen Auswirkungen abzufedern. 
Wie hoch sollte Ihrer Meinung nach das Kurzarbeitergeld in Prozent des Nettolohns für [wenn expAC51238 = 1, 2: einen Erwerbstätigen] [wenn expAC51238 = 3, 4: eine Erwerbstätige][wenn expAC51238 = 1, 3: ohne Kinder] [wenn expAC51238 = 2, 4: mit Kindern] sein?",,,"Bei dieser Frage geht es nur darum, was Sie für richtig halten. Das muss nicht der tatsächlichen Höhe entsprechen.",,"Befragte zufällig in 4 Gruppen aufteilen, Gruppenzugehörigkeit in separater Variable expAC51238 ablegen 
Bei dieser Frage geht es nur darum, was Sie für richtig halten. Das muss nicht der tatsächlichen Höhe entsprechen.",,,,,int
gip,W51,Page 44,1,Es sollte kein Kurzarbeitergeld geben.,,,,,,,,,,bin
gip,W51,Page 45,0,Aus wie vielen Mitgliedsstaaten besteht die Europäische Union derzeit?,,,,,"Befragte in 4 gleiche Gruppen aufteilen:
1/4 bekommt ZF51274, ZF51275, ZF51276 (Gruppe 1)
1/4 bekommt ZF51277, ZF51278, ZF51279 (Gruppe 2)
1/4 bekommt ZF51280, ZF51281, ZF51282 (Gruppe 3)
1/4 bekommt ZF51283, ZF51284, ZF51285, ZF51286 (Gruppe 4)
Zuteilung zu den Experimentalgruppen in separater Variable mit dem Namen expZF51274 speichern.",,expZF51274 = 1,,,int
gip,W51,Page 46,0,Wer ist der derzeitige Präsident der Europäischen Kommission?,,,,,,,expZF51274 = 1,,,chr
gip,W51,Page 47,0,Aus wie vielen Abgeordneten besteht das Europäische Parlament derzeit?,,,,,,,expZF51274 = 1,,,int
gip,W51,Page 48,0,"Aus wie vielen Mitgliedsstaaten besteht die Europäische Union derzeit? 

Sie dürfen zur Beantwortung der Frage zusätzliche Hilfen, wie das Internet, nutzen.",,,,,,,expZF51274 = 2,,,int
gip,W51,Page 49,0,"Wer ist der derzeitige Präsident der Europäischen Kommission? 

Sie dürfen zur Beantwortung der Frage zusätzliche Hilfen, wie das Internet, nutzen.",,,,,,,expZF51274 = 2,,,chr
gip,W51,Page 50,0,"Aus wie vielen Abgeordneten besteht das Europäische Parlament derzeit? 

Sie dürfen zur Beantwortung der Frage zusätzliche Hilfen, wie das Internet, nutzen.",,,,,,,expZF51274 = 2,,,int
gip,W51,Page 51,0,"Aus wie vielen Mitgliedsstaaten besteht die Europäische Union derzeit? 

Bitte nutzen Sie zur Beantwortung der Frage keine zusätzlichen Hilfen, wie das Internet.",,,,,,,expZF51274 = 3,,,int
gip,W51,Page 52,0,"Wer ist der derzeitige Präsident der Europäischen Kommission? 

Bitte nutzen Sie zur Beantwortung der Frage keine zusätzlichen Hilfen, wie das Internet.",,,,,,,expZF51274 = 3,,,chr
gip,W51,Page 53,0,"Aus wie vielen Abgeordneten besteht das Europäische Parlament derzeit? 

Bitte nutzen Sie zur Beantwortung der Frage keine zusätzlichen Hilfen, wie das Internet.",,,,,,,expZF51274 = 3,,,int
gip,W51,Page 54,0,"Im Folgenden stellen wir Ihnen drei Fragen zur Europäischen Union. Für uns ist es wichtig, dass Sie keine zusätzlichen Hilfen, wie das Internet, zur Beantwortung der Fragen nutzen.

Stimmen Sie zu, die nächsten drei Fragen ohne zusätzliche Hilfen zu beantworten?",,1-2-Commitment,,,,,expZF51274 = 4,,,cat
gip,W51,Page 55,0,Aus wie vielen Mitgliedsstaaten besteht die Europäische Union derzeit?,,,,,,,expZF51274 = 4,,,int
gip,W51,Page 56,0,Wer ist der derzeitige Präsident der Europäischen Kommission?,,,,,,,expZF51274 = 4,,,chr
gip,W51,Page 57,0,Aus wie vielen Abgeordneten besteht das Europäische Parlament derzeit?,,,,,,,expZF51274 = 4,,,int
gip,W51,Page 58,0,"Viele Menschen kennen nicht alle Einzelheiten in Bezug auf die Europäische Union und greifen auf zusätzliche Hilfen, wie das Internet, zurück.

Haben Sie das Internet genutzt, um die richtige Antwort auf eine oder mehrere der letzten drei Fragen nachzuschauen?",,1-4-Self-Report,,,,,,,,cat
gip,W51,Page 59,0,"Haben Sie die Antwort(en) auf demselben Gerät nachgeschaut, auf dem Sie gerade die Umfrage ausfüllen oder auf einem anderen Gerät?",,1-2-Self-Report,,,,,"ZF51287 = 1,2,3 (Wenn Antworten nachgeschaut wurden)",,,cat
gip,W51,Page 60,0,"Im nächsten Abschnitt möchten wir Ihnen gerne einige Fragen zu Migranten (bzw. Zuwanderern) stellen. Ein Migrant ist dabei jemand, der seinen Wohnsitz von einem Land in ein anderes (wie z. B. Deutschland) verlagert, in dem er oder sie jedoch nicht geboren wurde, um dort vorübergehend oder dauerhaft zu leben",,,,,,,,,,txt
gip,W51,Page 61,0,"Was schätzen Sie, welchen Einfluss hat der Zuzug von Migranten auf den Beschäftigungsstand (also die Erwerbstätigkeit am Arbeitsmarkt) der einheimischen Bevölkerung?",,1-3-Auswirkungen,,,,,,,,cat
gip,W51,Page 62,0,"Wie sicher sind Sie sich, dass Ihre Antwort ungefähr richtig ist?",,1-6-Sicher,,,,,,,,cat
gip,W51,Page 63,0,"[wenn expCF51096 = 1: Wissenschaftliche Studien finden, dass der Zuzug von Migranten keine Auswirkungen auf den Beschäftigungsstand der einheimischen Bevölkerung hat.] 
[wenn expCF51096 = 2: Wissenschaftliche Studien finden, dass der Zuzug von Migranten negative Auswirkungen auf den Beschäftigungsstand der einheimischen Bevölkerung hat.] 
[wenn expCF51096 = 3: Einige wissenschaftliche Studien finden, dass der Zuzug von Migranten keine Auswirkungen auf den Beschäftigungsstand der einheimischen Bevölkerung hat. Andere wissenschaftliche Studien dagegen finden, dass der Zuzug von Migranten negative Auswirkungen auf den Beschäftigungsstand der einheimischen Bevölkerung hat.] 
[wenn expCF51096 = 4:]

Für wie glaubwürdig halten Sie wissenschaftliche Studien zu den Auswirkungen von Migration auf den Beschäftigungsstand der einheimischen Bevölkerung?",,1-5-Glaubwuerdig,,,"Befragte zufällig auf vier Gruppen aufteilen. 
- 1/4 der Befragten bekommen Treatment 1 (Gruppe 1). 
- 1/4 der Befragten bekommen Treatment 2 (Gruppe 2). 
- 1/4 der Befragten bekommen Treatment 3 (Gruppe 3). 
- 1/4 der Befragten bekommen Kontrollgruppe (Gruppe 4). 
Zuteilung zu den Experimentalgruppen in separater Variable mit dem Namen expCF51096 speichern",,,,,cat
gip,W51,Page 64,0,Wie sehr vertrauen Sie in Wissenschaft und Forschung?,,1-6-Vertrauen,,,,,,,,cat
gip,W51,Page 65,0,"Sind Sie dafür oder dagegen, dass weitere wissenschaftliche Studien zur Untersuchung der Auswirkungen von Migration auf den Beschäftigungsstand der einheimischen Bevölkerung durch Steuergelder finanziert werden?",,1-6-Dafür,,,,,,,,cat
gip,W51,Page 66,0,"Wären Sie grundsätzlich bereit, an zukünftigen Befragungen mit Ihrem Smartphone teilzunehmen, um die Fragen vorgelesen zu bekommen?",,1-6-Willingness_1,,,,,,,,cat
gip,W51,Page 67,0,"Wären Sie grundsätzlich bereit, an zukünftigen Befragungen mit Ihrem Smartphone teilzunehmen, um Ihre Antworten mündlich über die Spracheingabe abzugeben?",,1-7-Willingness_2,,,,,,,,cat
gip,W51,Page 68,0,"Wie sehr stimmen Sie der folgenden Aussage zu oder lehnen Sie diese ab?

Ich habe Vertrauen in den deutschen Bundestag.",,1-7-Zustimmen_Ablehnen,,,,,expZF51246 = 1,,,cat
gip,W51,Page 69,0,"Wie sehr stimmen Sie der folgenden Aussage zu oder lehnen Sie diese ab?

Ich habe Vertrauen in die deutsche Justiz.",,1-7-Zustimmen_Ablehnen,,,,,expZF51246 = 1,,,cat
gip,W51,Page 70,0,"Wie sehr stimmen Sie der folgenden Aussage zu oder lehnen Sie diese ab?

Ich habe Vertrauen in die deutsche Polizei.",,1-7-Zustimmen_Ablehnen,,,,,expZF51246 = 1,,,cat
gip,W51,Page 71,0,"Wie viel Vertrauen haben Sie in den deutschen Bundestag?

Bitte bewerten Sie Ihr Vertrauen auf einer Skala von 0 bis 8, wobei 0 „Überhaupt kein Vertrauen“ und 8 „Volles Vertrauen“ bedeuten. Mit den dazwischenliegenden Zahlen (1 bis 7) können Sie Ihre Antwort abstufen.",,,,,,,expZF51246 = 2,,,int
gip,W51,Page 72,0,"Wie viel Vertrauen haben Sie in die deutsche Justiz?

Bitte bewerten Sie Ihr Vertrauen auf einer Skala von 0 bis 8, wobei 0 „Überhaupt kein Vertrauen“ und 8 „Volles Vertrauen“ bedeuten. Mit den dazwischenliegenden Zahlen (1 bis 7) können Sie Ihre Antwort abstufen.",,,,,,,expZF51246 = 2,,,int
gip,W51,Page 73,0,"Wie viel Vertrauen haben Sie in die deutsche Polizei?

Bitte bewerten Sie Ihr Vertrauen auf einer Skala von 0 bis 8, wobei 0 „Überhaupt kein Vertrauen“ und 8 „Volles Vertrauen“ bedeuten. Mit den dazwischenliegenden Zahlen (1 bis 7) können Sie Ihre Antwort abstufen.",,,,,,,expZF51246 = 2,,,int
gip,W51,Page 74,0,Wie viel Vertrauen haben Sie in den deutschen Bundestag?,,0-10-Vertrauen,,,,,expZF51246 = 3,,,cat
gip,W51,Page 75,0,Wie viel Vertrauen haben Sie in die deutsche Justiz?,,0-10-Vertrauen,,,,,expZF51246 = 3,,,cat
gip,W51,Page 76,0,Wie viel Vertrauen haben Sie in die deutsche Polizei?,,0-10-Vertrauen,,,,,expZF51246 = 3,,,cat
gip,W51,Page 77,0,Wie sehr interessieren Sie sich für Politik?,,1-4-Interest,,,,,expZF51246 = 4,,,cat
gip,W51,Page 78,0,"Wie oft erscheint Ihnen Politik so kompliziert, dass Sie gar nicht verstehen, worum es eigentlich geht?",,1-4-Haeufigkeit,,,,,expZF51246 = 4,,,cat
gip,W51,Page 79,0,"Wie schwer oder leicht fällt es Ihnen, sich über politische Themen eine Meinung zu bilden?",,1-4-Opinion,,,,,expZF51246 = 4,,,cat
gip,W51,Page 80,0,"Am Anfang haben wir Ihnen die folgende Frage gestellt:
Wie viel Vertrauen haben Sie in den deutschen Bundestag?
Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-2-Erinnerung,,,,,"expZF51246 = 1, 4 and ZF51246 (Trust Parliament (M1T1)) != Missing",,,cat
gip,W51,Page 81,0,"[Wenn ZF51267 = 1: Bitte geben Sie an, was Ihre Antwort war.]
[Wenn ZF51267 = 2: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,0-10-Vertrauen,,,,,"expZF51246 = 1, 4 and ZF51267 (Stated Recall (M14)) != Missing",,,cat
gip,W51,Page 82,0,"Am Anfang haben wir Ihnen die folgende Frage gestellt:

Wie sehr stimmen Sie der folgenden Aussage zu oder lehnen Sie diese ab? 
Ich habe Vertrauen in den deutschen Bundestag.

Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-2-Erinnerung,,,,,expZF51246 = 2 and ZF51249 (Trust Parliament (M2T1)) != Missing,,,cat
gip,W51,Page 83,0,"[Wenn ZF51269 = 1: Bitte geben Sie an, was Ihre Antwort war.]
[Wenn ZF51269 = 2: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]",,1-7-Zustimmen_Ablehnen,,,,,expZF51246 = 2 and ZF51269 (Stated Recall (M2)) != Missing,,,cat
gip,W51,Page 84,0,"Am Anfang haben wir Ihnen die folgende Frage gestellt:

Wie viel Vertrauen haben Sie in den deutschen Bundestag?

Können Sie sich noch an Ihre genaue Antwort darauf erinnern?",,1-2-Erinnerung,,,,,expZF51246 = 3 and ZF51252 (Trust Parliament (M3T1)) != Missing,,,cat
gip,W51,Page 85,0,"[Wenn ZF51271 = 1: Bitte geben Sie an, was Ihre Antwort war.]
[Wenn ZF51271 = 2: Auch wenn Sie sich nicht mehr genau erinnern können: Bitte schätzen Sie, was Ihre Antwort war.]

Zur Erinnerung: Sie haben Ihr Vertrauen auf einer Skala von 0 bis 8 bewertet, wobei 0 „Überhaupt kein Vertrauen“ und 8 „Volles Vertrauen“ bedeutete. Mit den dazwischenliegenden Zahlen (1 bis 7) konnten Sie Ihre Antwort abstufen.",,,,,,,expZF51246 = 3 and ZF51271 (Stated Recall (M3)) != Missing,,,int
gip,W51,Page 86,0,Wie sicher sind Sie sich mit Ihrer Einschätzung?,,0-10-Certainty,,,,,ZF51268 != missing oder ZF51270 != missing oder ZF51272 != missing (wenn die Wiederholung der Antwort gegeben wurde),,,cat
gip,W51,Page 87,0,"Im Folgenden finden Sie eine Reihe von Aussagen, mit denen Menschen sich selbst beschreiben. Bitte geben Sie an, wie sehr die jeweilige Aussage angibt, wie Sie sich jetzt in diesem Moment fühlen. Es gibt keine richtigen oder falschen Antworten.

Überlegen Sie bitte nicht lange und denken Sie daran, diejenige Antwort auszuwählen, die Ihren augenblicklichen Gefühlszustand am besten beschreibt.

Ich bin nervös.",,1-4-Gefuelzustand,,,,,,,,cat
gip,W51,Page 88,0,"Ich bin besorgt, dass etwas schiefgehen könnte.",,1-4-Gefuelzustand,,,,,,,,cat
gip,W51,Page 89,0,"Wie oft haben Sie sich in den vergangenen 7 Tagen niedergeschlagen, deprimiert oder hoffnungslos gefühlt?",,1-4-Tagen,,,,,,,,cat
gip,W51,Page 90,0,Wie oft haben Sie in den vergangenen 7 Tagen wenig Interesse oder Freude an Ihren Tätigkeiten verspürt?,,1-4-Tagen,,,,,,,,cat
gip,W51,Page 91,0,Wie oft haben Sie sich in den vergangenen 7 Tagen einsam gefühlt?,,1-4-Tagen,,,,,,,,cat
gip,W51,Page 92,0,"Wie viel Zeit haben Sie in den vergangenen 7 Tagen an einem durchschnittlichen Werktag insgesamt mit Computer, Smartphone, Gaming, Fernsehen, Streamen und anderen elektronischen Geräten verbracht?",,,,,,,,,,txt
gip,W51,Page 92,1,,,,,,,,,,,int
gip,W51,Page 92,2,,,,,,,,,,,int
gip,W51,Page 93,0,"Wie viele Snacks (zuckerhaltige, salzige oder fettreiche Nahrungsmittel, die Sie außerhalb der Mahlzeiten essen) haben Sie in den vergangenen 7 Tagen täglich etwa gegessen?",,,"(Denken Sie dabei bitte an Nahrungsmittel wie Schokolade, Eiscreme, Kekse, Chips, Salzstangen usw.)",,"(Denken Sie dabei bitte an Nahrungsmittel wie Schokolade, Eiscreme, Kekse, Chips, Salzstangen usw.)",,,,,int
gip,W51,Page 94,0,Wie viel Zeit haben Sie in den vergangenen 7 Tagen insgesamt mit folgenden Aktivitäten verbracht?,,,,,,,,,,txt
gip,W51,Page 94,1,Starke körperliche Aktivität - Herz schlägt schnell (z. B. schnelles Joggen):,,,,,,,,,,int
gip,W51,Page 94,2,,,,,,,,,,,int
gip,W51,Page 94,3,Mittlere körperliche Aktivität - nicht erschöpfend (z. B. schnelles Gehen):,,,,,,,,,,int
gip,W51,Page 94,4,,,,,,,,,,,int
gip,W51,Page 94,5,Milde körperliche Aktivität - geringe Anstrengung (z. B. gemütliches Gehen):,,,,,,,,,,int
gip,W51,Page 94,6,,,,,,,,,,,int
gip,W51,Page 95,0,"Bewertung dieser Umfrage 

Zum Schluss möchten wir Ihnen die Gelegenheit geben, uns mitzuteilen, wie Ihnen der Fragebogen gefallen hat.

Fanden Sie den Fragebogen ...?",,,,,,,,,,txt
gip,W51,Page 95,1,interessant,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 96,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W51,Page 96,1,abwechslungreich,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 97,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W51,Page 97,1,relevant,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 98,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W51,Page 98,1,lang,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 99,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W51,Page 99,1,schwierig,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 100,0,Fanden Sie den Fragebogen ...?,,,,,,,,,,txt
gip,W51,Page 100,1,zu persönlich,,1-4-Sehr,,,,,,,,cat
gip,W51,Page 101,0,Wie hat Ihnen die Befragung insgesamt gefallen?,,1-5-Insgesamt,,,,,,,,cat
gip,W51,Page 102,0,"Haben Sie noch weitere Anmerkungen? 
Hier können Sie Lob oder Kritik zum Fragebogen äußern. 
Wenn Sie generell Fragen zur Studie haben oder uns etwas mitteilen möchten, können Sie uns telefonisch oder per E-Mail erreichen.
Telefon: 0800-5892604 (kostenlos aus dem deutschen Fest- und Mobilfunknetz)
E-Mail: info@gesellschaft-im-wandel.de",,,,,,,,,,chr
gip,W51,Page 103 Outro,0,"Vielen Dank für die Teilnahme an der Befragung! Sie leisten damit einen wichtigen Beitrag zur Erforschung unserer Gesellschaft.

Für die Teilnahme an der aktuellen Befragung haben wir Ihnen 4 Euro auf Ihrem Studienkonto gutgeschrieben.

Sie werden in Kürze automatisch auf die Internetseite der Studie weitergeleitet.

Ihr Forschungsteam von der Universität Mannheim",,,,,,,,,,txt
gip,W52,Page 1 Introduction,0,"Liebe Teilnehmerin/lieber Teilnehmer an „Gesellschaft im Wandel“, 
wir freuen uns, dass Sie unseren Fragebogen gestartet haben.
Die Teilnahme dauert diesen Monat insgesamt ungefähr 20 bis 25 Minuten. Sobald Sie den Fragebogen bis zum Ende ausgefüllt haben, schreiben wir Ihnen 4 Euro auf Ihrem Studienkonto gut.
Sie können die Befragung jederzeit auch unterbrechen und dann später fortfahren. 
Sollten Sie Fragen haben, so können Sie uns gerne eine E-Mail schreiben oder unsere Hotline anrufen:
info@gesellschaft-im-wandel.de
0800-5892604 (kostenlos aus dem deutschen Fest- und Mobilfunknetz)

Wir wünschen Ihnen viel Freude beim Ausfüllen und danken Ihnen für die Unterstützung!
Ihr Forschungsteam der Universität Mannheim",,,,,,,,,,txt
gip,W52,Page 2,0,Welche (berufliche) Tätigkeit üben Sie derzeit hauptsächlich aus?,,1-17-taetigkeit,Bei dieser Frage können Sie nur eine Antwort geben.,,Bei dieser Frage können Sie nur eine Antwort geben.,,,,,cat
gip,W52,Page 3,0,Sind Sie in Ihrer bezahlten Tätigkeit … ?,,1-3-beschaeftigung,,,,,"AA52005 = 1, 2, 3, 4, 5, 6, 7 (wenn Vollzeiterwerbstätig oder Teilzeiterwerbstätig oder Altersteilzeit (unabhängig davon, ob in der Arbeits- oder Freistellungsphase befindlich) oder Geringfügig erwerbstätig, 450-Euro-Job, Minijob oder „Ein-Euro-Job“ (bei Bezug von Arbeitslosengeld II) oder Gelegentlich oder unregelmäßig beschäftigt oder In einer beruflichen Ausbildung/Lehre)",,,cat
gip,W52,Page 4,0,"Sind Sie derzeit in Ihrer Tätigkeit als Angestellte/-r, Arbeiter/-in oder Beamter/-in in Kurzarbeit oder freigestellt?",,1-4-kurzarbeit,"Es geht hier um die vertraglich vereinbarte und entlohnte Arbeitszeit, nicht um die tatsächliche Zeit, die Sie derzeit mit der Arbeit verbringen.",,"Es geht hier um die vertraglich vereinbarte und entlohnte Arbeitszeit, nicht um die tatsächliche Zeit, die Sie derzeit mit der Arbeit verbringen.",,AA52452=1 (wenn abhängig beschäftigt),,,cat
gip,W52,Page 5,0,In welchem Umfang arbeiten Sie derzeit in Ihrer selbstständigen Tätigkeit?,,1-4-selbststaendig,,,,,AA52452=2 (wenn selbstständig),,,cat
gip,W52,Page 6,0,Wo arbeiten Sie in Ihrer Haupttätigkeit derzeit?,,1-5-arbeitsort,,,,,"AA52005 = 1, 2, 3, 4, 5, 6, 7 und AA52466 != 3,4 und AA52466_1 != 0 und AA52467 != 4 (wenn erwerbstätig und nicht freigestellt, in Kurzarbeit Null oder in selbstständiger Tätigkeit derzeit nicht tätig)",,,cat
gip,W52,Page 7,0,"Wie sieht gegenwärtig Ihr normaler Alltag aus?

Wie viele Stunden entfielen bei Ihnen in den vergangenen 7 Tagen an einem durchschnittlichen Werktag auf Berufstätigkeit, Lehre und Studium (Zeiten einschließlich Pendelwege, auch nebenberufliche Tätigkeit)?",,,Bitte tragen Sie volle Stunden (0 bis 24) ein.,,Bitte tragen Sie volle Stunden (0 bis 24) ein.,,,,,int
gip,W52,Page 8,0,"Wie sieht gegenwärtig Ihr normaler Alltag aus?

Wie viele Stunden entfielen bei Ihnen in den vergangenen 7 Tagen an einem durchschnittlichen Werktag auf Kinderbetreuung und -versorgung, schulische Betreuung, Betreuung von pflegebedürftigen Personen und Hausarbeit?",,,Bitte tragen Sie volle Stunden (0 bis 24) ein.,,Bitte tragen Sie volle Stunden (0 bis 24) ein.,,,,,int
